pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
The Matrix,Ciencia Ficcion,136,102.0,75.0,2.0,1.1882492490934453,0
The Dark Knight,Accion,152,94.0,61.8421052631579,2.0,1.815756363914924,0
La La Land,Musical,128,98.0,76.5625,0.0,1.0,0
La La Land,Musical,128,51.0,39.84375,2.0,4.459254092680746,1
The Lord of the Rings,Fantasia,178,32.0,17.97752808988764,2.0,3.244932734295289,0
Titanic,Romance,195,74.0,37.94871794871795,6.0,3.918018079662573,1
Titanic,Romance,195,63.0,32.30769230769231,2.0,4.894573208386735,1
Inception,Ciencia Ficcion,148,4.0,2.7027027027027026,9.0,1.0807147399966879,-1
Inception,Ciencia Ficcion,148,128.0,86.48648648648648,4.0,2.772953602377666,1
La La Land,Musical,128,127.0,99.21875,3.0,4.098358600381413,1
The Dark Knight,Accion,152,25.0,16.447368421052634,5.0,2.561817394440321,-1
Fight Club,Drama,139,122.0,87.76978417266187,2.0,1.2051329299180753,1
The Matrix,Ciencia Ficcion,136,21.0,15.441176470588236,5.0,3.977785584982257,1
Fight Club,Drama,139,107.0,76.97841726618705,6.0,2.5657878241897016,0
The Lord of the Rings,Fantasia,178,59.0,33.146067415730336,0.0,4.443677978548966,1
Gladiator,Accion,155,35.0,22.58064516129032,5.0,4.940566305414569,1
La La Land,Musical,128,117.0,91.40625,6.0,2.8174050849734362,1
La La Land,Musical,128,62.0,48.4375,6.0,3.078325473016487,0
Gladiator,Accion,155,151.0,97.41935483870968,0.0,2.256821727477954,1
Coco,Infantil,105,105.0,100.0,7.0,3.8912662308079438,1
The Godfather,Crimen,175,78.0,44.57142857142857,4.0,4.740776824682958,1
The Shawshank Redemption,Suspenso,144,30.0,20.833333333333336,5.0,3.667917630902751,0
Inception,Ciencia Ficcion,148,119.0,80.4054054054054,4.0,1.2881995033714164,1
The Godfather,Crimen,175,87.0,49.714285714285715,2.0,4.546795074395904,1
Pulp Fiction,Crimen,154,30.0,19.480519480519483,7.0,3.0543046933433247,0
The Dark Knight,Accion,152,1.0,0.6578947368421052,0.0,4.619599692016213,1
The Dark Knight,Accion,152,93.0,61.18421052631579,10.0,2.3820457233731425,0
Gladiator,Accion,155,89.0,57.41935483870968,6.0,3.8091472394227095,0
Titanic,Romance,195,14.0,7.179487179487179,4.0,4.191224130258996,1
The Matrix,Ciencia Ficcion,136,124.0,91.17647058823529,3.0,3.3784572806602644,1
Fight Club,Drama,139,2.0,1.4388489208633095,0.0,3.549639049657049,0
Inception,Ciencia Ficcion,148,123.0,83.1081081081081,5.0,2.528968986567158,1
The Godfather,Crimen,175,77.0,44.0,1.0,2.6016439101981472,0
Fight Club,Drama,139,76.0,54.67625899280576,4.0,1.0,0
Titanic,Romance,195,44.0,22.564102564102566,2.0,1.9720519417471385,-1
The Godfather,Crimen,175,1.0,0.5714285714285714,1.0,3.758600252071418,0
La La Land,Musical,128,111.0,86.71875,3.0,4.358830646702987,1
Avengers: Endgame,Accion,181,108.0,59.66850828729282,0.0,3.1022425485980234,0
The Shawshank Redemption,Suspenso,144,65.0,45.13888888888889,2.0,1.5688315034183486,0
Pulp Fiction,Crimen,154,52.0,33.76623376623377,4.0,2.9705066794067445,0
Coco,Infantil,105,31.0,29.523809523809526,2.0,1.94033321317758,-1
Pulp Fiction,Crimen,154,64.2146,41.69779220779221,4.0,1.664439042539862,0
Fight Club,Drama,139,34.0,24.46043165467626,1.0,2.1005882344031397,-1
Fight Club,Drama,139,44.0,31.654676258992804,10.0,4.634256068094401,1
Coco,Infantil,105,64.0,60.952380952380956,7.0,1.462115316766784,0
Fight Club,Drama,139,2.0,1.4388489208633095,0.0,5.0,1
Coco,Infantil,105,64.0,60.952380952380956,0.0,2.207046518925128,0
The Godfather,Crimen,175,12.0,6.857142857142858,1.0,3.5522000946737027,1
Coco,Infantil,105,13.0,12.380952380952381,0.0,2.5327792670068265,0
The Shawshank Redemption,Suspenso,144,39.0,27.083333333333332,5.0,1.049303689904526,-1
Coco,Infantil,105,54.0,51.42857142857142,0.0,1.7945738803960465,0
Avengers: Endgame,Accion,181,98.0,54.14364640883977,2.0,2.303336143802312,0
La La Land,Musical,128,72.0,56.25,2.0,2.5627682198827646,0
Coco,Infantil,105,105.0,100.0,0.0,3.6469018392561536,1
Interstellar,Ciencia Ficcion,169,145.0,85.79881656804734,8.0,1.972772312472614,1
Coco,Infantil,105,23.0,21.904761904761905,5.0,4.784275563481948,1
Fight Club,Drama,139,22.0,15.827338129496402,0.0,2.991887197437057,0
Avengers: Endgame,Accion,181,63.0,34.806629834254146,6.0,2.146814407545246,-1
The Matrix,Ciencia Ficcion,136,129.0,94.85294117647058,4.0,3.762886881913737,1
The Lord of the Rings,Fantasia,178,96.0,53.93258426966292,1.0,2.842284256694908,0
Avengers: Endgame,Accion,181,146.0,80.66298342541437,0.0,2.778554203624798,1
Titanic,Romance,195,108.0,55.38461538461539,3.0,2.6946916834798422,0
The Lord of the Rings,Fantasia,178,140.0,78.65168539325843,8.0,2.1263154671348987,0
Inception,Ciencia Ficcion,148,111.0,75.0,4.0,2.722492294610994,0
Inception,Ciencia Ficcion,148,78.0,52.702702702702695,0.0,4.568429620554109,1
Titanic,Romance,195,120.0,61.53846153846154,3.0,3.426627185720328,0
Avengers: Endgame,Accion,181,47.0,25.96685082872928,2.0,4.3026842000921235,1
The Godfather,Crimen,175,78.0,44.57142857142857,0.0,4.659420068310636,1
Titanic,Romance,195,43.0,22.05128205128205,1.0,1.0,-1
La La Land,Musical,128,37.0,28.90625,1.0,4.535109980902653,1
The Lord of the Rings,Fantasia,178,133.0,74.71910112359551,7.0,2.6173752743593552,0
The Lord of the Rings,Fantasia,178,51.0,28.651685393258425,2.0,4.18477412482563,0
Fight Club,Drama,139,56.0,40.28776978417266,4.0,4.02408217663551,0
Gladiator,Accion,155,55.0,35.483870967741936,3.0,3.237633000813373,0
The Dark Knight,Accion,152,50.0,32.89473684210527,3.0,2.4437758644403047,-1
Interstellar,Ciencia Ficcion,169,108.0,63.905325443786985,0.0,3.197207287163907,0
The Lord of the Rings,Fantasia,178,30.0,16.853932584269664,1.0,3.709683978521513,0
The Matrix,Ciencia Ficcion,136,105.0,77.20588235294117,0.0,2.4608378000741693,0
Titanic,Romance,195,118.0,60.51282051282051,0.0,1.9085387517599093,0
The Shawshank Redemption,Suspenso,144,114.0,79.16666666666666,5.0,3.7844894926074497,0
Coco,Infantil,105,56.0,53.333333333333336,6.0,2.3010605267036763,0
Gladiator,Accion,155,53.0,34.193548387096776,7.0,4.7513895209208705,1
The Lord of the Rings,Fantasia,178,18.0,10.112359550561797,6.0,1.0,-1
Titanic,Romance,195,68.0,34.87179487179487,4.0,2.850600469978584,0
Pulp Fiction,Crimen,154,37.0,24.025974025974026,3.0,1.42509002917635,-1
Gladiator,Accion,155,72.0,46.45161290322581,0.0,3.9154487496341526,0
The Godfather,Crimen,175,124.0,70.85714285714285,6.0,4.75814158908353,1
Interstellar,Ciencia Ficcion,169,53.0,31.360946745562128,2.0,3.7421769193677643,0
Forrest Gump,Drama,142,2.0,1.4084507042253522,3.0,1.0,-1
Forrest Gump,Drama,142,72.0,50.70422535211267,5.0,1.0,0
Fight Club,Drama,139,124.0,89.20863309352518,3.0,2.9075073192475696,1
Fight Club,Drama,139,24.0,17.26618705035971,4.0,4.048353045264617,1
The Godfather,Crimen,175,14.0,8.0,0.0,2.417052908448732,0
The Shawshank Redemption,Suspenso,144,130.0,90.27777777777779,6.0,3.3594892539353607,1
Fight Club,Drama,139,80.0,57.55395683453237,2.0,1.0876640486597347,0
The Dark Knight,Accion,152,112.0,73.68421052631578,3.0,4.651127039556062,1
The Lord of the Rings,Fantasia,178,64.2146,36.07561797752809,4.0,4.553983068006669,1
Interstellar,Ciencia Ficcion,169,102.0,60.35502958579882,1.0,3.3514866877656586,0
Avengers: Endgame,Accion,181,117.0,64.64088397790056,7.0,2.138416845376206,0
Titanic,Romance,195,54.0,27.692307692307693,4.0,2.2353974369456324,-1
Avengers: Endgame,Accion,181,83.0,45.85635359116022,4.0,3.3419259562602477,0
The Godfather,Crimen,175,88.0,50.28571428571429,0.0,2.339166036494769,0
Inception,Ciencia Ficcion,148,47.0,31.756756756756754,6.0,1.3585416157795542,-1
Titanic,Romance,195,5.0,2.564102564102564,4.0,4.441821614140168,1
Titanic,Romance,195,51.0,26.153846153846157,2.0,3.5501218657652944,0
Pulp Fiction,Crimen,154,5.0,3.2467532467532463,5.0,2.6228434086383503,-1
The Godfather,Crimen,175,144.0,82.28571428571428,3.0,2.182248615288764,1
The Godfather,Crimen,175,84.0,48.0,1.0,3.340525015985488,0
Forrest Gump,Drama,142,137.0,96.47887323943662,3.0,4.957209546760084,1
The Matrix,Ciencia Ficcion,136,136.0,100.0,1.0,2.5469714587477035,1
Avengers: Endgame,Accion,181,67.0,37.01657458563536,0.0,2.255862876923894,-1
The Shawshank Redemption,Suspenso,144,41.0,28.47222222222222,7.0,4.897780848625299,1
The Matrix,Ciencia Ficcion,136,22.0,16.176470588235293,2.0,4.315111675761576,1
Coco,Infantil,105,52.0,49.523809523809526,4.0,1.066651340010225,0
The Dark Knight,Accion,152,29.0,19.078947368421055,0.0,1.154037335121732,-1
La La Land,Musical,128,128.0,100.0,5.0,2.5561291224786444,1
Coco,Infantil,105,87.0,82.85714285714286,7.0,3.595085529403785,1
Inception,Ciencia Ficcion,148,28.0,18.91891891891892,1.0,1.0,-1
Titanic,Romance,195,75.0,38.46153846153847,2.0,2.9013705621992725,0
Forrest Gump,Drama,142,45.0,31.690140845070424,2.0,2.295951852848625,-1
Inception,Ciencia Ficcion,148,16.0,10.81081081081081,7.0,4.893200152146892,1
Titanic,Romance,195,4.0,2.051282051282051,5.0,1.1797591681444908,-1
The Dark Knight,Accion,152,124.0,81.57894736842105,5.0,4.7643621108845,1
The Matrix,Ciencia Ficcion,136,80.0,58.82352941176471,0.0,2.3014310629216026,0
The Godfather,Crimen,175,71.0,40.57142857142857,3.0,3.972181586804739,1
Fight Club,Drama,139,110.0,79.13669064748201,6.0,1.765898058174523,0
Avengers: Endgame,Accion,181,53.0,29.2817679558011,1.0,2.115983861932598,-1
Fight Club,Drama,139,49.0,35.25179856115108,5.0,1.697919927441282,-1
The Lord of the Rings,Fantasia,178,115.0,64.60674157303372,3.0,1.5415819210203292,0
Gladiator,Accion,155,109.0,70.3225806451613,4.0,1.6129460890023344,0
Pulp Fiction,Crimen,154,71.0,46.103896103896105,1.0,2.792536466454354,0
The Shawshank Redemption,Suspenso,144,30.0,20.833333333333336,4.0,3.4704795819771515,0
The Dark Knight,Accion,152,98.0,64.47368421052632,6.0,3.8602647945600466,0
Pulp Fiction,Crimen,154,28.0,18.181818181818183,2.0,1.0,-1
The Lord of the Rings,Fantasia,178,45.0,25.280898876404496,2.0,2.900239808888246,0
The Lord of the Rings,Fantasia,178,31.0,17.415730337078653,6.0,2.2121174495940403,-1
The Shawshank Redemption,Suspenso,144,87.0,60.416666666666664,2.0,3.779391910634871,0
La La Land,Musical,128,128.0,100.0,3.0,1.3115135049007551,1
Titanic,Romance,195,73.0,37.43589743589744,7.0,1.581527565584793,-1
Pulp Fiction,Crimen,154,12.0,7.792207792207792,3.0,1.26157116924459,-1
The Matrix,Ciencia Ficcion,136,37.0,27.205882352941174,4.0,2.5102780260099773,-1
The Shawshank Redemption,Suspenso,144,76.0,52.77777777777778,5.0,3.3479417757236476,0
The Lord of the Rings,Fantasia,178,83.0,46.62921348314607,1.0,5.0,1
The Matrix,Ciencia Ficcion,136,77.0,56.61764705882353,0.0,5.0,1
The Godfather,Crimen,175,135.0,77.14285714285715,0.0,4.271892960707214,1
Forrest Gump,Drama,142,23.0,16.19718309859155,9.0,4.730749807071675,1
The Matrix,Ciencia Ficcion,136,136.0,100.0,5.0,4.3828106518237675,1
Titanic,Romance,195,103.0,52.820512820512825,2.0,2.1885068871068194,0
Fight Club,Drama,139,89.0,64.02877697841727,0.0,3.4690288002217082,0
Pulp Fiction,Crimen,154,124.0,80.51948051948052,0.0,4.054515289576852,1
Titanic,Romance,195,54.0,27.692307692307693,7.0,2.757678882919132,-1
Gladiator,Accion,155,79.0,50.967741935483865,5.0,1.7276413695167339,0
Avengers: Endgame,Accion,181,9.0,4.972375690607735,5.0,2.413086996706841,-1
Interstellar,Ciencia Ficcion,169,55.0,32.544378698224854,4.0,4.587929493721511,1
The Lord of the Rings,Fantasia,178,60.0,33.70786516853933,3.0,3.8116031136150736,0
Avengers: Endgame,Accion,181,53.0,29.2817679558011,2.0,3.086591106652751,0
Avengers: Endgame,Accion,181,3.0,1.6574585635359116,7.0,4.954040887369285,1
The Shawshank Redemption,Suspenso,144,61.0,42.36111111111111,5.0,1.936991742946332,0
The Dark Knight,Accion,152,3.0,1.9736842105263157,4.0,2.8648612184591142,0
Gladiator,Accion,155,89.0,57.41935483870968,2.0,2.3922257135475777,0
Fight Club,Drama,139,129.0,92.80575539568345,2.0,3.0740344052268687,1
The Matrix,Ciencia Ficcion,136,56.0,41.17647058823529,1.0,3.2784218314728646,0
Forrest Gump,Drama,142,47.0,33.098591549295776,1.0,4.393616894256398,1
Titanic,Romance,195,40.0,20.51282051282051,2.0,3.4083005443359604,0
The Godfather,Crimen,175,89.0,50.857142857142854,5.0,3.5666715396685786,0
Interstellar,Ciencia Ficcion,169,99.0,58.57988165680473,6.0,4.21154761291686,1
Inception,Ciencia Ficcion,148,66.0,44.5945945945946,1.0,2.275534769563678,0
Gladiator,Accion,155,98.0,63.2258064516129,10.0,2.0666764670885573,0
Avengers: Endgame,Accion,181,85.0,46.96132596685083,0.0,2.7364117018685112,0
Forrest Gump,Drama,142,44.0,30.985915492957744,3.0,4.839617348933058,1
Inception,Ciencia Ficcion,148,105.0,70.94594594594594,2.0,4.206089342130481,1
Interstellar,Ciencia Ficcion,169,121.0,71.59763313609467,7.0,2.9283267183384027,0
The Dark Knight,Accion,152,111.0,73.02631578947368,2.0,4.203682624621211,1
The Dark Knight,Accion,152,5.0,3.289473684210526,9.0,3.1508966737619715,0
Pulp Fiction,Crimen,154,74.0,48.05194805194805,4.0,2.755505096460057,0
Coco,Infantil,105,40.0,38.095238095238095,7.0,1.1168542667326964,-1
Interstellar,Ciencia Ficcion,169,43.0,25.443786982248522,7.0,2.903133738548336,0
Interstellar,Ciencia Ficcion,169,66.0,39.053254437869825,0.0,1.536111036780354,-1
Inception,Ciencia Ficcion,148,97.0,65.54054054054053,3.0,4.153300800403604,1
Forrest Gump,Drama,142,99.0,69.71830985915493,0.0,2.816256607257981,0
Titanic,Romance,195,29.0,14.871794871794872,4.0,4.745645210443094,1
The Shawshank Redemption,Suspenso,144,90.0,62.5,4.0,2.2396523652482063,0
Coco,Infantil,105,51.0,48.57142857142857,0.0,2.057601919290269,0
Inception,Ciencia Ficcion,148,14.0,9.45945945945946,0.0,1.5233697066619527,-1
The Godfather,Crimen,175,19.0,10.857142857142858,7.0,2.4869020781400737,0
Avengers: Endgame,Accion,181,17.0,9.392265193370166,0.0,4.210408342958622,0
The Dark Knight,Accion,152,95.0,62.5,3.0,2.1813907130740935,0
Avengers: Endgame,Accion,181,89.0,49.171270718232044,6.0,3.975706791295222,0
The Dark Knight,Accion,152,27.0,17.763157894736842,2.0,3.3727774562518653,0
Pulp Fiction,Crimen,154,67.0,43.506493506493506,5.0,3.062052247132394,0
Titanic,Romance,195,23.0,11.794871794871794,2.0,2.456232813915233,0
The Godfather,Crimen,175,101.0,57.714285714285715,2.0,3.7930263044065393,0
The Dark Knight,Accion,152,47.0,30.92105263157895,0.0,2.4872590057652237,-1
Inception,Ciencia Ficcion,148,92.0,62.16216216216216,2.0,1.0,0
The Godfather,Crimen,175,1.0,0.5714285714285714,4.0,2.3144404318275598,-1
Inception,Ciencia Ficcion,148,17.0,11.486486486486488,2.0,2.1739821090290814,-1
The Shawshank Redemption,Suspenso,144,57.0,39.58333333333333,1.0,1.0,-1
The Shawshank Redemption,Suspenso,144,16.0,11.11111111111111,4.0,2.8387263323876786,0
Avengers: Endgame,Accion,181,92.0,50.82872928176796,1.0,2.45420255948956,0
The Dark Knight,Accion,152,48.0,31.57894736842105,4.0,3.37518430836625,0
The Dark Knight,Accion,152,17.0,11.18421052631579,4.0,2.9393048659156698,0
Forrest Gump,Drama,142,73.0,51.40845070422535,5.0,2.8065620225429737,0
The Shawshank Redemption,Suspenso,144,43.0,29.86111111111111,2.0,2.2863778228420975,-1
Titanic,Romance,195,140.0,71.7948717948718,2.0,3.9251578786710644,1
Titanic,Romance,195,111.0,56.92307692307692,0.0,1.0,0
Gladiator,Accion,155,63.0,40.64516129032258,8.0,4.1048681912074905,1
Gladiator,Accion,155,33.0,21.29032258064516,0.0,4.291244443049046,1
Pulp Fiction,Crimen,154,101.0,65.5844155844156,5.0,4.116458779347509,1
The Shawshank Redemption,Suspenso,144,11.0,7.638888888888889,4.0,1.4306481240497657,-1
Inception,Ciencia Ficcion,148,18.0,12.162162162162163,2.0,2.347281013941315,0
Inception,Ciencia Ficcion,148,144.0,97.2972972972973,2.0,4.233542781249235,1
Fight Club,Drama,139,38.0,27.33812949640288,1.0,4.711703117384053,1
The Godfather,Crimen,175,11.0,6.2857142857142865,3.0,2.9320567644205786,0
The Matrix,Ciencia Ficcion,136,14.0,10.294117647058822,5.0,3.4201964661692585,0
Avengers: Endgame,Accion,181,35.0,19.337016574585636,3.0,4.609151621210646,1
Gladiator,Accion,155,107.0,69.03225806451613,6.0,2.7443230133407015,0
Avengers: Endgame,Accion,181,46.0,25.41436464088398,4.0,1.7526160079378168,-1
The Dark Knight,Accion,152,37.0,24.342105263157894,5.0,1.7471861808747609,-1
Pulp Fiction,Crimen,154,96.0,62.33766233766234,1.0,3.1372039301369443,0
Titanic,Romance,195,25.0,12.82051282051282,5.0,2.206323971424716,-1
The Matrix,Ciencia Ficcion,136,68.0,50.0,2.0,3.931728982748097,1
Interstellar,Ciencia Ficcion,169,52.0,30.76923076923077,3.0,2.020142566222192,-1
Pulp Fiction,Crimen,154,1.0,0.6493506493506493,0.0,1.7139546196057087,-1
Interstellar,Ciencia Ficcion,169,122.0,72.18934911242604,3.0,3.41843086148175,0
The Lord of the Rings,Fantasia,178,12.0,6.741573033707865,5.0,2.687404018836494,0
The Shawshank Redemption,Suspenso,144,65.0,45.13888888888889,4.0,3.225448823719724,0
Interstellar,Ciencia Ficcion,169,58.0,34.319526627218934,5.0,3.201949486941098,0
Interstellar,Ciencia Ficcion,169,9.0,5.325443786982249,2.0,2.499638149034938,-1
Avengers: Endgame,Accion,181,1.0,0.5524861878453038,0.0,4.400522909498886,1
The Lord of the Rings,Fantasia,178,45.0,25.280898876404496,1.0,3.62205458529533,1
Forrest Gump,Drama,142,21.0,14.788732394366196,1.0,2.757717049805837,0
La La Land,Musical,128,76.0,59.375,2.0,3.5126271092025507,0
Forrest Gump,Drama,142,84.0,59.154929577464785,0.0,2.545000345407073,0
Forrest Gump,Drama,142,96.0,67.6056338028169,4.0,3.157975462367361,0
The Shawshank Redemption,Suspenso,144,39.0,27.083333333333332,1.0,4.107449829373768,1
The Matrix,Ciencia Ficcion,136,29.0,21.323529411764707,4.0,2.4758497020618098,-1
Pulp Fiction,Crimen,154,44.0,28.57142857142857,5.0,3.281214550440551,0
Pulp Fiction,Crimen,154,41.0,26.623376623376622,4.0,3.694449248336607,0
Coco,Infantil,105,69.0,65.71428571428571,2.0,2.843617370465617,0
The Dark Knight,Accion,152,7.0,4.605263157894736,7.0,4.735973093017608,1
Forrest Gump,Drama,142,84.0,59.154929577464785,6.0,3.0170404209639123,0
The Shawshank Redemption,Suspenso,144,142.0,98.61111111111111,4.0,1.592621088247028,1
The Dark Knight,Accion,152,43.0,28.289473684210524,5.0,1.0,-1
La La Land,Musical,128,27.0,21.09375,1.0,2.9766085629461143,0
The Godfather,Crimen,175,106.0,60.57142857142858,4.0,3.180321141378477,0
The Dark Knight,Accion,152,78.0,51.31578947368421,7.0,3.4314166509325243,0
Avengers: Endgame,Accion,181,69.0,38.12154696132597,1.0,3.655650359549495,0
Avengers: Endgame,Accion,181,96.0,53.03867403314917,0.0,2.4025180618465027,0
The Matrix,Ciencia Ficcion,136,34.0,25.0,5.0,4.395441621552421,1
Gladiator,Accion,155,98.0,63.2258064516129,5.0,3.9281573533614575,1
Interstellar,Ciencia Ficcion,169,148.0,87.57396449704143,0.0,1.417009332942253,1
Forrest Gump,Drama,142,16.0,11.267605633802818,5.0,3.8920974165874442,0
Coco,Infantil,105,105.0,100.0,0.0,4.492593331055307,1
The Lord of the Rings,Fantasia,178,91.0,51.12359550561798,1.0,3.443557868587229,0
Coco,Infantil,105,74.0,70.47619047619048,0.0,4.243223506090869,1
Gladiator,Accion,155,102.0,65.80645161290323,1.0,4.474749319089112,1
Titanic,Romance,195,64.0,32.82051282051282,0.0,2.523198443251239,0
The Dark Knight,Accion,152,24.0,15.789473684210526,2.0,1.4204418847893998,-1
The Shawshank Redemption,Suspenso,144,81.0,56.25,0.0,4.310303082387181,0
La La Land,Musical,128,66.0,51.5625,0.0,2.8290714477120167,0
Interstellar,Ciencia Ficcion,169,94.0,55.62130177514793,1.0,1.7490741668055114,0
Pulp Fiction,Crimen,154,113.0,73.37662337662337,4.0,3.26052596314848,0
Inception,Ciencia Ficcion,148,66.0,44.5945945945946,8.0,1.0,0
Interstellar,Ciencia Ficcion,169,43.0,25.443786982248522,0.0,3.8146503735381367,1
La La Land,Musical,128,62.0,48.4375,0.0,2.408778697417422,0
The Matrix,Ciencia Ficcion,136,72.0,52.94117647058824,5.0,3.560183583337788,0
Titanic,Romance,195,49.0,25.128205128205128,5.0,2.8979949938503977,0
The Matrix,Ciencia Ficcion,136,116.0,85.29411764705883,0.0,4.309903822448254,1
La La Land,Musical,128,3.0,2.34375,0.0,1.5471233804497446,-1
Avengers: Endgame,Accion,181,133.0,73.48066298342542,6.0,1.8383129834004794,0
The Dark Knight,Accion,152,20.0,13.157894736842104,0.0,3.5948489518886584,0
The Godfather,Crimen,175,66.0,37.714285714285715,5.0,3.5337534576194454,0
Avengers: Endgame,Accion,181,67.0,37.01657458563536,5.0,2.084121108085422,-1
The Matrix,Ciencia Ficcion,136,109.0,80.14705882352942,1.0,3.828902878769514,1
The Matrix,Ciencia Ficcion,136,33.0,24.264705882352942,6.0,2.0258365788723336,-1
The Shawshank Redemption,Suspenso,144,59.0,40.97222222222222,2.0,3.1934944926110265,0
The Dark Knight,Accion,152,43.0,28.289473684210524,0.0,1.9392662459435797,-1
Interstellar,Ciencia Ficcion,169,35.0,20.710059171597635,3.0,1.7188807338745422,-1
The Godfather,Crimen,175,44.0,25.142857142857146,1.0,3.6559669992126116,0
Gladiator,Accion,155,97.0,62.58064516129033,0.0,4.456870271944277,1
